epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_group:4,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_group:4,acc_avg,objective,alpha_group:0,alpha_group:1,alpha_group:2,alpha_group:3,alpha_group:4,count_group:0,count_group:1,count_group:2,count_group:3,count_group:4,count
0,50,0.510617733001709,nan,nan,0.42444711923599243,0.5749593377113342,0.506152322292328,0.7808219790458679,nan,nan,0.8304092288017273,0.7291666269302368,0.7781249999999998,0.5113782280683516,0.33440983295440674,nan,nan,0.33022448420524597,0.33506202697753906,511.0,0.0,0.0,513.0,576.0,1600
0,100,0.3385664224624634,nan,nan,0.273334801197052,0.3992294669151306,0.3353448548913003,0.8848919868469238,nan,nan,0.8952205777168274,0.8499999642372131,0.8774999999999997,0.3414079439640046,0.3403587341308594,nan,nan,0.31693607568740845,0.34267163276672363,556.0,0.0,0.0,544.0,500.0,1600
0,150,0.303256094455719,nan,nan,0.21297624707221985,0.2820340394973755,0.2646980504691602,0.8808594346046448,nan,nan,0.9141323566436768,0.9073722958564758,0.9012499999999999,0.2705243761837482,0.34487858414649963,nan,nan,0.3016776740550995,0.3536006510257721,512.0,0.0,0.0,559.0,529.0,1600
0,200,0.3265465795993805,nan,nan,0.20508846640586853,0.2872384488582611,0.2742371146380901,0.8513761758804321,nan,nan,0.920233428478241,0.8946395516395569,0.8881250000000003,0.2810012766718865,0.36119452118873596,nan,nan,0.2860817611217499,0.3526465892791748,545.0,0.0,0.0,514.0,541.0,1600
0,250,0.23114901781082153,nan,nan,0.24582037329673767,0.21931546926498413,0.231967786103487,0.9139194488525391,nan,nan,0.8942309021949768,0.9288390278816223,0.9124999999999999,0.23391611874103546,0.37103360891342163,nan,nan,0.2822153866291046,0.3464835584163666,546.0,0.0,0.0,520.0,534.0,1600
0,300,0.26286426186561584,nan,nan,0.24722322821617126,0.25657057762145996,0.255635356903076,0.9090908169746399,nan,nan,0.9024854302406311,0.899628221988678,0.90375,0.25492419034242625,0.37078213691711426,nan,nan,0.2829373776912689,0.34632211923599243,539.0,0.0,0.0,523.0,538.0,1600
0,350,0.27764779329299927,nan,nan,0.2396964430809021,0.271782249212265,0.2631842914223671,0.8853382468223572,nan,nan,0.9011406302452087,0.8819189071655273,0.8893749999999997,0.26859874337911605,0.3793579041957855,nan,nan,0.2712208926677704,0.3491804599761963,532.0,0.0,0.0,526.0,542.0,1600
0,400,0.22057276964187622,nan,nan,0.20534659922122955,0.23901832103729248,0.2215083681046962,0.9243243932723999,nan,nan,0.9261364340782166,0.8955512046813965,0.915625,0.22261567771434781,0.3888743817806244,nan,nan,0.26478949189186096,0.34622693061828613,555.0,0.0,0.0,528.0,517.0,1600
0,450,0.18227924406528473,nan,nan,0.20377644896507263,0.19989685714244843,0.1950721621513367,0.9422383308410645,nan,nan,0.9239546060562134,0.9173075556755066,0.9281249999999999,0.1989680325239897,0.39690881967544556,nan,nan,0.26572462916374207,0.3374342918395996,554.0,0.0,0.0,526.0,520.0,1600
0,500,0.22693635523319244,nan,nan,0.2202182114124298,0.22778141498565674,0.2250186628103256,0.9036362171173096,nan,nan,0.910133957862854,0.9051236510276794,0.9062499999999998,0.22296045005321502,0.40033772587776184,nan,nan,0.2684779167175293,0.3313126266002655,550.0,0.0,0.0,523.0,527.0,1600
0,550,0.2235068529844284,nan,nan,0.21438439190387726,0.18986916542053223,0.20968035221099846,0.9223986864089966,nan,nan,0.9281553626060486,0.9285712838172913,0.9262499999999999,0.20651028223335732,0.3999107778072357,nan,nan,0.2679527699947357,0.3321646451950073,567.0,0.0,0.0,515.0,518.0,1600
0,600,0.14411558210849762,nan,nan,0.19841009378433228,0.2019851803779602,0.1820183080434799,0.961464524269104,nan,nan,0.9233644604682922,0.923076868057251,0.9356249999999997,0.17739729784429065,0.3986046612262726,nan,nan,0.268191933631897,0.3332982063293457,519.0,0.0,0.0,535.0,546.0,1600
0,650,0.2193339318037033,nan,nan,0.2015988826751709,0.15045490860939026,0.19075257867574696,0.9085925221443176,nan,nan,0.9179390072822571,0.9376180171966553,0.9212499999999999,0.1909317523241043,0.39617663621902466,nan,nan,0.2731660306453705,0.33102262020111084,547.0,0.0,0.0,524.0,529.0,1600
0,700,0.21901601552963257,nan,nan,0.22303864359855652,0.1912519484758377,0.2117225242406129,0.9145455360412598,nan,nan,0.9090908765792847,0.9279999732971191,0.9168749999999999,0.20529981680214407,0.40779590606689453,nan,nan,0.2726931869983673,0.3194272816181183,550.0,0.0,0.0,550.0,500.0,1600
0,750,0.2409573346376419,nan,nan,0.2130182832479477,0.20181791484355927,0.21866420023143282,0.9068900942802429,nan,nan,0.9169811010360718,0.9249531030654907,0.9162500000000003,0.22313164114952078,0.4172753095626831,nan,nan,0.27029135823249817,0.31241846084594727,537.0,0.0,0.0,530.0,533.0,1600
0,800,0.20013797283172607,nan,nan,0.20245683193206787,0.23701459169387817,0.21451826542615887,0.9188679456710815,nan,nan,0.9054622650146484,0.9124580025672913,0.9124999999999998,0.22189871303737166,0.42064914107322693,nan,nan,0.2639453411102295,0.31554266810417175,530.0,0.0,0.0,476.0,594.0,1600
